"site","species","replicate","week","tray","date.x","sample_ID","weight_mg","N2_amp","nitro_perc","n15","CO2_Amp","carbon_perc","c13","uniqueid.x","Date.x","obs","time","elapsed","date.y","hhmmss","averaging","treatment","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","X.Pcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","Q","f_red","f_blue","Tled","Pc","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","date2","Date.y","uniqueid.y","date","drymass_g","area_cm2","Date","uniqueid","sla_cm2g","lma_gm2","amass","nmass","nue"
"p","h",3,8,2,"7/13/2022",130,3.21,"2,993",2.39,-0.9,"9,962",47.6,-25.95,"h-p",2022-07-13,9,1657717469,1380,"20220713 09:04:29","9:04:29",10,"h",1657717464,0.00718361,7.183610427,16.66092308,409.3814762,323.2060864,32.35925507,40.98709823,0.384427988,2.483064492,0.354162218,0.223871745,238.0484956,29.49344887,29.35192381,4.104403927,50.06158232,2.136937368,4.268617308,1.96746656,-316.7972198,91.22014264,8.143668197,20.61508662,0,0,1,0,25167.8516,1499.990476,1264.492035,0.843000043,0.158700005,2.7,0.5,"0: Broadleaf",2,1657717464,409.3814762,419.9579524,21.34385238,17.5505381,407.8705238,21.01165238,500.400619,100.0195714,0.100000686,30.03334762,29.35192381,999.9,0,0,4982.112857,557.694,916.9838095,1499.990476,"0.900000095",0.099999957,31,30875.00476,1657717340,"9:02:20",1657717340,1657715840,8,-0.014,0.039,1.507,0.336,420,22,0.39,0.16,100,100,1.511,0.3327,1.528581651,0.000397065,-1.31e-06,5.62e-10,0.105130872,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,2.1,27.2,19,213.05,490.448,29.1661,29.8884,30.0005,29.7853,29.7408,21.5612,42.047,57.9545,29.1583,420,17.5795,100.055,100.744,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-13 09:04:29,2022-07-13,"h-p","7/12/2022",0.042,2.953,2022-07-12,"h-p",70.3095238095238,142.22824246529,1171.4215679819,23.9,49.0134547272763
"p","h",4,1,1,"5/24/2022",42,2.87,"4,246",3.65,0.42,"9,112",51.29,-26.31,"h-p",2022-05-24,11,1653493576,2333.6,"20220525 11:46:16","11:46:16",10,"h",1653493571,0.003883809,3.883809209,15.93261713,409.4880476,270.4875621,27.41735352,41.50682005,0.206669331,2.4106424,0.197306336,0.124122336,238.0504142,30.28292488,29.10783333,4.04693632,50.11704759,2.112316431,4.214766298,1.934619889,-171.2759861,91.57285263,8.401371472,166.7486522,0,0,1,0,25577.28535,1500.001429,1264.501279,0.84300005,0.158700125,3,0.5,"0: Broadleaf",2,1653493571,409.4880476,419.9912857,20.83918571,18.55975238,406.2237619,20.21872857,500.5025238,101.2624762,0.100238271,29.81244286,29.10783333,999.9,0,0,4995.298571,583.6266667,287.3949048,1500.001429,"0.899998333",0.100001667,24,30875.18571,1653493325,"11:42:05",1653493325,1653484020,22,-0.184,0.053,3.26,0.581,420,19,0.64,0.12,100,100,3.264,0.6198,3.281509094,0.000397065,-1.31e-06,5.62e-10,0.415873853,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,4.2,159.3,19,493.355,397.559,39.949,24.1187,30.0001,23.9867,23.9375,19.5908,29.8436,100,40.039,420,18.5478,100.179,100.507,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-25 11:46:16,2022-05-25,"h-p","5/24/2022",0.03,3.55,2022-05-24,"h-p",118.333333333333,84.5070422535211,1885.35969371667,36.5,51.6536902388128
"p","h",4,10,1,"7/26/2022",28,3.18,"3,507",2.73,-0.21,"9,717",50.69,-26.86,"h-p",2022-07-26,11,1658928799,1962.6,"20220727 09:33:18","9:33:18",10,"h",1658928791,0.006226096,6.226095605,19.34577408,409.4710645,283.8764355,28.45025442,41.03741807,0.289363972,2.435919795,0.271534033,0.171219089,233.4835787,29.79494231,30.40889032,4.361542037,49.94941585,2.138066886,4.280464245,2.22347515,-274.5708162,-42.97896063,-3.932659083,-87.99885719,253,25,1,0,25309.71576,1471.226774,1240.244127,0.84299997,0.158699925,4.8,0.5,"0: Broadleaf",2,1658928791,409.4710645,419.980871,21.33361613,18.4088129,408.2800645,21.02600645,999.9885806,100.1206452,0.09991161,30.08161935,30.40889032,999.9,0,0,5002.701613,521.7403226,413.7481935,1471.226774,"0.900001",0.099999,28,29383.46452,1658928585,"9:29:44",1658928585,1657715840,10,-0.06,0.039,1.187,0.336,420,22,0.21,0.16,100,100,1.191,0.3083,1.208897209,0.000397065,-1.31e-06,5.62e-10,0.080136647,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,3.6,20216,1.66016,2.47681,3.35327,3.04565,3.39966,2.38281,35.2902,14.5961,19,320.764,828.668,31.5468,29.7373,30.0004,29.6536,29.6251,33.198,34.5193,48.8123,31.5379,420,18.4471,99.5882,100.579,2022-07-27 09:33:18,2022-07-27,"h-p","7/27/2022",0.0563,3.952,2022-07-27,"h-p",70.1953818827709,142.45951417004,1357.98399936341,27.3,49.7430036396854
"p","h",4,3,2,"6/8/2022",107,2.96,"2,998",2.55,0.57,"9,556",47.76,-25.87,"h-p",2022-06-08,12,1654782832,3066.5,"20220609 09:53:52","9:53:52",10,"h",1654782827,0.003182135,3.182134617,11.61455107,412.2530476,276.9365052,27.5296703,40.98120063,0.1549525,2.374205699,0.149545515,0.093936024,238.0468273,30.66810415,29.61765714,4.167774678,49.83146694,2.119395366,4.25312658,2.048379312,-140.3321366,45.10594829,4.215683519,147.0363225,0,0,1,0,25091.98936,1499.980476,1264.483606,0.843000043,0.15869995,3,0.5,"0: Broadleaf",2,1654782827,412.2530476,420.0055714,21.32019524,19.45241905,407.6500476,20.8439381,500.2137143,99.30804762,0.099830305,29.97005238,29.61765714,999.9,0,0,4998.987619,561.9757143,769.1382381,1499.980476,"0.900000905",0.099999176,29,30874.80952,1654782849,"9:54:09",1654782849,1654779588,12,0.158,0.061,4.603,0.481,420,21,0.18,0.17,100,100,4.603,0.4769,4.465865959,0.000397065,-1.31e-06,5.62e-10,0.25398333,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,4.8,54.1,19,507.01,517.418,31.1113,30.2652,30.0046,30.1767,30.1299,21.7132,27.7998,41.8534,32.3398,420,19.4937,98.7376,98.9502,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09 09:53:52,2022-06-09,"h-p","6/8/2022",0.051,5.31,2022-06-08,"h-p",104.117647058824,96.045197740113,1209.27972905294,25.5,47.4227344726644
"p","h",4,5,1,"6/22/2022",77,3.36,"2,588",1.93,0.2,"10,856",48.82,-24.8,"h-p",2022-06-22,11,1655905171,2118.4,"20220622 09:39:30","9:39:30",10,"h",1655905165,0.006185722,6.185722218,19.43065135,406.8043,285.1086942,28.52452688,40.699917,0.300514588,2.386062855,0.280960054,0.177250789,238.0498744,29.81516925,30.023405,4.266180724,49.9086649,2.133942225,4.275694871,2.132238499,-272.7903498,4.990488734,0.465247802,-29.28473882,0,0,1,0,25237.45597,1499.9985,1264.49878,0.84300003,0.158700075,3,0.5,"0: Broadleaf",2,1655905165,406.8043,419.96325,21.329205,17.69949,404.19845,20.91643,500.35215,99.94781,0.100092645,30.0622,30.023405,999.9,0,0,4997.5315,555.2476,409.08755,1499.9985,"0.899999",0.100001,31,30875.115,1655904971,"9:36:10",1655904971,1655902800,9,0.257,-0.048,2.601,0.412,420,21,0.54,0.05,100,100,2.606,0.4131,2.622280566,0.000397065,-1.31e-06,5.62e-10,0.188456922,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,3.3,39.5,19,544.643,510.093,30.6766,30.7145,30.0003,30.741,30.7083,21.6957,35.6126,29.8322,30.6685,420,17.7833,98.7006,100.473,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-22 09:39:30,2022-06-22,"h-p","6/21/2022",0.06846,6.82,2022-06-21,"h-p",99.6202161846334,100.381231671554,1935.68568809524,19.3,100.294595238095
"p","h",4,8,2,"7/13/2022",131,2.87,"3,073",2.72,0.6,"9,301",48.17,-26.55,"h-p",2022-07-13,11,1657717901,1811.4,"20220713 09:11:40","9:11:40",10,"h",1657717895,0.005776202,5.776201954,15.11935592,409.490619,310.6913514,31.10472773,40.99597288,0.294803417,2.390012601,0.275989089,0.174083418,238.0503392,29.92895034,29.52895714,4.146527778,49.54902081,2.116763127,4.272058444,2.02976465,-254.7305062,66.79909416,6.201526644,56.32045387,0,0,1,0,25295.52724,1500.001429,1264.501249,0.84300003,0.158700075,3,0.5,"0: Broadleaf",2,1657717895,409.490619,419.9728095,21.14340952,17.75374762,407.902,20.81678571,500.410381,100.0145714,0.099987914,30.04738095,29.52895714,999.9,0,0,5004.37381,558.2367143,855.8035714,1500.001429,"0.899999",0.100001,30,30875.18571,1657717610,"9:06:49",1657717610,1657715840,9,0.078,0.039,1.585,0.336,420,22,0.21,0.16,100,100,1.589,0.3277,1.606476292,0.000397065,-1.31e-06,5.62e-10,0.105130872,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,4.8,34.3,19,213.037,512.242,30.4422,29.9774,29.9998,29.9864,29.943,21.5797,38.4813,37.2866,30.4351,420,17.8447,100.012,100.725,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-13 09:11:40,2022-07-13,"h-p","7/12/2022",0.06,4.944,2022-07-12,"h-p",82.4,121.359223300971,1245.834927808,27.2,45.8027546988235
"p","h",5,1,1,"5/24/2022",43,3.13,"4,316",3.52,0.13,"9,492",50.87,-25.55,"h-p",2022-05-24,15,1653494447,3204,"20220525 12:00:46","12:00:46",10,"h",1653494441,0.004455439,4.455438608,14.54109238,410.1992857,270.8415538,27.44542993,41.56709189,0.19130807,2.41078994,0.183256533,0.115230493,238.0482167,30.50457285,29.74208095,4.197738642,41.90188504,1.807046357,4.312565784,2.390692285,-196.4848426,61.05457413,5.629879683,108.2478279,0,0,1,0,25546.94768,1499.988571,1264.490317,0.842999967,0.15870002,3,0.5,"0: Broadleaf",2,1653494441,410.1992857,420.0111905,17.83259524,15.20949524,406.9122857,17.28938095,500.475,101.2339524,0.099943943,30.2118381,29.74208095,999.9,0,0,4997.082857,590.2621429,428.3691905,1499.988571,"0.899999571",0.100000376,24,30874.9619,1653494465,"12:01:04",1653494465,1653484020,26,-0.09,0.053,3.287,0.581,420,19,0.23,0.12,100,100,3.287,0.5422,3.397762325,0.000397065,-1.31e-06,5.62e-10,0.415873853,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,3.6,173.8,19,491.824,400.919,34.6757,24.3896,29.9998,24.2349,24.1762,19.5231,41.9413,97.7168,34.5111,420,15.1084,100.142,100.481,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-25 12:00:46,2022-05-25,"h-p","5/24/2022",0.033,4.34,2022-05-24,"h-p",131.515151515152,76.036866359447,1912.37396755151,35.2,54.3288058963498
"p","h",5,10,1,"7/26/2022",29,3.28,"3,653",2.72,0.45,"9,955",50.57,-26.06,"h-p",2022-07-26,15,1658929548,2711.6,"20220727 09:45:47","9:45:47",10,"h",1658929540,0.004995902,4.995902496,15.89295257,410.3156333,293.8800788,29.44236165,41.10745212,0.255417582,2.283718306,0.240542282,0.15160317,232.5774909,30.15327438,29.55761667,4.153382435,50.00118828,2.137941203,4.27578079,2.015441232,-220.3193001,62.16730176,6.041461232,80.46695382,251,25,1,0,25311.17103,1465.517333,1235.431068,0.84299997,0.158699925,5.4,0.5,"0: Broadleaf",2,1658929540,410.3156333,420.0052,21.33994333,18.69961,408.8726333,21.03214333,999.9558333,100.0852667,0.099685547,30.06255,29.55761667,999.9,0,0,5004.208,511.7137,699.8288333,1465.517333,"0.900001",0.099999,28,29269.41333,1658929571,"9:46:10",1658929571,1657715840,14,-0.056,0.039,1.443,0.336,420,22,0.18,0.16,100,100,1.443,0.307,1.52070966,0.000397065,-1.31e-06,5.62e-10,0.080136647,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,2.5,20228.5,1.6626,2.48535,3.35327,3.04565,3.39966,2.39258,37.0509,14.5173,19,321.569,808.761,30.857,30.7882,30.0003,30.7351,30.7022,33.2378,35.048,24.3237,30.8334,420,18.6881,99.3566,100.403,2022-07-27 09:45:47,2022-07-27,"h-p","7/27/2022",0.0888,6.425,2022-07-27,"h-p",72.3536036036036,138.210116731518,1149.91239034065,27.2,42.2761908213475
"p","h",5,3,2,"6/8/2022",108,2.79,"3,265",2.98,0.78,"9,177",48.7,-25.64,"h-p",2022-06-08,16,1654783995,4229.1,"20220609 10:13:14","10:13:14",10,"h",1654783989,0.003337043,3.337042578,16.70755238,409.1222857,218.9647971,21.76009197,40.65739646,0.153995776,2.373731544,0.148653088,0.093372757,238.0499774,30.61995697,30.07969524,4.279991477,49.86696111,2.120967644,4.253252247,2.159023833,-147.1635777,-13.96546866,-1.308492019,75.61243906,0,0,1,0,25086.03919,1499.999048,1264.499249,0.843000034,0.158700086,3,0.5,"0: Broadleaf",2,1654783989,409.1222857,419.9609524,21.34261429,19.38402857,404.6175714,20.86575714,500.2315714,99.27713333,0.099991495,29.97056667,30.07969524,999.9,0,0,4999.315714,564.2722857,373.9659524,1499.999048,"0.899998857",0.100001143,28,30875.15238,1654783678,"10:07:57",1654783678,1654779588,15,0.026,0.061,4.5,0.481,420,21,0.21,0.17,100,100,4.505,0.4769,4.521216859,0.000397065,-1.31e-06,5.62e-10,0.25398333,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,5.3,73.5,19,499.802,526.835,32.1919,29.3738,30.009,29.4229,29.3838,21.7383,24.164,43.8133,33.6734,420,19.4592,98.9236,99.1345,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09 10:13:14,2022-06-09,"h-p","6/8/2022",0.048,4.92,2022-06-08,"h-p",102.5,97.5609756097561,1712.52411895,29.8,57.4672523137584
"p","h",5,5,1,"6/22/2022",78,2.87,"3,064",2.68,0.67,"9,726",49.83,-24.54,"h-p",2022-06-22,15,1655905836,2783.9,"20220622 09:50:36","9:50:36",10,"h",1655905831,0.004544387,4.544387053,15.15623157,409.7592381,281.3160891,28.13764072,40.98470963,0.21734989,2.388241958,0.206928234,0.130224839,238.0501989,30.23012889,30.01281905,4.263587815,50.27342813,2.137284833,4.25132105,2.126302982,-200.407469,-6.457977935,-0.601180123,30.58357187,0,0,1,0,25279.62121,1500.002381,1264.501947,0.84299996,0.158699881,3,0.5,"0: Broadleaf",2,1655905831,409.7592381,419.964619,21.36826667,18.70136667,407.2518571,20.95438571,500.275381,99.92098095,0.100460462,29.9626619,30.01281905,999.9,0,0,5004.493333,552.3108095,665.3159048,1500.002381,"0.900001619",0.09999839,31,30875.22857,1655905516,"9:45:15",1655905516,1655902800,11,-0.102,-0.048,2.503,0.412,420,21,0.17,0.05,100,100,2.507,0.4133,2.524791627,0.000397065,-1.31e-06,5.62e-10,0.188456922,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,5.3,50.6,19,527.543,508.287,31.8067,30.7092,30.0001,30.7489,30.7195,21.7214,28.5562,17.0179,31.8181,420,18.7952,98.6999,100.485,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-22 09:50:36,2022-06-22,"h-p","6/21/2022",0.04561,3.85,2022-06-21,"h-p",84.411313308485,118.467532467532,1279.35741163122,26.8,47.7372168519112
"p","h",5,8,2,"7/13/2022",132,2.94,"2,875",2.45,0.3,"9,170",45.92,-25.63,"h-p",2022-07-13,15,1657718513,2423.4,"20220713 09:21:52","9:21:52",10,"h",1657718507,0.006214385,6.214384709,16.6382086,409.07195,308.1081893,30.83855118,40.94401481,0.317392448,2.440705914,0.296116367,0.186865318,238.0496302,29.83922818,29.62516,4.169576232,49.85883062,2.135215139,4.282521497,2.034361093,-274.0543657,61.16388265,5.564246718,30.72339386,0,0,1,0,25268.42558,1499.9965,1264.497124,0.84300005,0.158700124,2.85,0.5,"0: Broadleaf",2,1657718507,409.07195,419.99475,21.33295,17.869485,407.4417,21.00106,500.45745,99.990015,0.09999314,30.08999,29.62516,999.9,0,0,5001.4055,559.2057,859.55625,1499.9965,"0.89999835",0.10000165,30,30875.085,1657718201,"9:16:40",1657718201,1657715840,11,0.025,0.039,1.626,0.336,420,22,0.19,0.16,100,100,1.631,0.3319,1.647788993,0.000397065,-1.31e-06,5.62e-10,0.105130872,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,5.2,44.5,19,212.922,503.29,32.1337,29.7231,29.9976,29.7411,29.7068,21.5606,38.5862,15.6918,31.8796,420,17.9074,100.047,100.772,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-13 09:21:52,2022-07-13,"h-p","7/12/2022",0.052,3.748,2022-07-12,"h-p",72.0769230769231,138.740661686233,1199.2308814,24.5,48.9481992408163
"p","m",1,1,1,"5/24/2022",49,3.21,"3,642",2.82,1.82,"9,968",52.29,-27.66,"m-p",2022-05-24,1,1653491243,0,"20220525 11:07:22","11:07:22",10,"m",1653491237,0.00324925,3.249249968,12.89572791,411.430381,245.3544712,24.8687474,41.70194318,0.138177789,2.411673587,0.133925425,0.084074548,238.0488515,30.3144968,29.56442381,4.155011988,42.34275648,1.767738079,4.17482995,2.387273908,-143.2919236,10.7394989,0.986297931,106.4827247,0,0,1,0,25607.01837,1499.992857,1264.493995,0.843000011,0.15869999,3,0.5,"0: Broadleaf",2,1653491237,411.430381,419.9627619,17.4404619,15.52651905,407.680381,16.90658095,500.4195714,101.2585714,0.099872457,29.64702381,29.56442381,999.9,0,0,4998.124286,581.7006667,121.3318571,1499.992857,"0.90000019",0.099999829,25,30875.02857,1653491271,"11:07:50",1653491271,1653484020,14,0.297,0.053,3.75,0.581,420,19,0.2,0.12,100,100,3.75,0.5331,3.473772303,0.000397065,-1.31e-06,5.62e-10,0.415873853,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,42.8,120.4,19,504.222,403.017,36.5951,26.9323,29.9995,27.0785,27.0449,19.308,44.7206,96.1614,36.7663,420,15.6205,99.6488,99.9782,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-25 11:07:22,2022-05-25,"m-p","5/24/2022",0.099,19.57,2022-05-24,"m-p",197.676767676768,50.5876341338784,2549.18581008788,28.2,90.3966599321943
"p","m",1,10,1,"7/26/2022",6,3.3,"2,358",1.78,1.39,"10,061",51.2,-26.7,"m-p",2022-07-26,1,1658926836,0,"20220727 09:00:36","9:00:36",10,"m",1658926828,0.003073314,3.07331365,10.47497877,410.2388667,275.9900537,27.6267825,41.06517532,0.141787992,2.111803452,0.136703666,0.085881408,238.0454517,31.07639644,30.21196667,4.312597583,49.35629642,2.1346496,4.324979293,2.177947983,-135.533132,5.692577386,0.600776712,108.8056739,255,25,1,0,25262.18041,1499.971,1264.475606,0.843000035,0.158700036,6,0.5,"0: Broadleaf",2,1658926828,410.2388667,417.2801667,21.32503333,19.52041,408.6878667,21.01764667,1000.023133,100.0005933,0.10005206,30.26196667,30.21196667,999.9,0,0,5002.332667,543.9156667,311.7919,1499.971,"0.8999996",0.100000427,27,29957.52333,1658926864,"9:01:03",1658926864,1657715840,1,0.865,0.039,1.551,0.336,410,22,0.18,0.16,100,100,1.551,0.3069,0.704568734,0.000397065,-1.31e-06,5.62e-10,0.080136647,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,1398.1,20183.3,1.46118,2.42798,3.35327,3.0481,3.39966,2.40967,30.5231,14.885,19,320.023,869.922,32.6435,25.947,30.0035,25.1774,25.0823,29.1901,24.0869,89.2366,32.4921,420,19.4958,100.319,101.099,2022-07-27 09:00:36,2022-07-27,"m-p","7/27/2022",0.106,10.524,2022-07-27,"m-p",99.2830188679245,100.722158874952,1039.98751486302,17.8,58.4262648799449
"p","m",1,3,2,"6/8/2022",114,3.34,"2,247",1.78,1.01,"10,507",49.32,-26.46,"m-p",2022-06-08,1,1654779766,0,"20220609 09:02:45","9:02:45",10,"m",1654779760,0.002345528,2.345527822,12.61287143,410.27065,200.2818626,19.88973208,40.74344627,0.103668508,2.370270364,0.101213869,0.063474367,238.0510165,30.85084877,30.328045,4.34139006,49.95986303,2.114820547,4.233039122,2.226569513,-103.437777,-56.27312779,-5.284527967,73.05558374,7,1,1,0,25043.58995,1500.0065,1264.505538,0.843000039,0.15869999,3,0.5,"0: Broadleaf",2,1654779760,410.27065,418.41095,21.29542,19.918885,405.83565,20.81985,500.29505,99.2083,0.100403335,29.887675,30.328045,999.9,0,0,4993.8125,564.9823,754.67575,1500.0065,"0.9000003",0.099999755,28,30875.315,1654779793,"9:03:12",1654779793,1654779588,2,-0.113,0.061,4.435,0.481,412,21,0.37,0.17,100,100,4.435,0.4753,4.565579492,0.000397065,-1.31e-06,5.62e-10,0.25398333,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,3,3,19,487.616,539.44,35.9449,29.7157,29.9988,29.5923,29.5057,18.3288,32.5381,98.1282,35.9764,420,19.9226,98.874,98.9758,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09 09:02:45,2022-06-09,"m-p","6/8/2022",0.153,19.22,2022-06-08,"m-p",125.62091503268,79.6045785639958,1584.44045022614,17.8,89.013508439671
"p","m",1,5,1,"6/22/2022",58,2.96,"2,033",1.71,1.65,"9,349",51.81,-26.75,"m-p",2022-06-22,1,1655903052,0,"20220622 09:04:12","9:04:12",10,"m",1655903047,0.002593653,2.593653476,10.76569553,412.8988095,248.7476013,24.88540871,41.30755664,0.115916496,2.381369266,0.11287066,0.070811153,238.0489194,30.85960123,30.4279,4.366292318,50.34273573,2.142189033,4.255209818,2.224103284,-114.3801183,-57.68615865,-5.39706722,60.58557526,0,0,1,0,25173.95424,1499.992381,1264.493629,0.843000034,0.158700086,3,0.5,"0: Broadleaf",2,1655903047,412.8988095,419.9964762,21.41272381,19.89077619,408.3638095,20.99761905,500.3029524,99.94282381,0.099984962,29.97857619,30.4279,999.9,0,0,4985.684286,556.3044286,268.3889524,1499.992381,"0.899998857",0.100001143,30,30874.99524,1655903071,"9:04:30",1655903071,1655902800,2,-0.002,-0.048,4.535,0.412,420,21,0.36,0.05,100,100,4.535,0.4139,4.558528317,0.000397065,-1.31e-06,5.62e-10,0.188456922,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,4.3,4.2,19,501.02,527.441,30.4045,30.9185,30.0003,30.7362,30.6671,21.5465,36.7337,90.2507,30.4161,420,19.8694,98.7062,98.6816,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-22 09:04:12,2022-06-22,"m-p","6/21/2022",0.17038,18.6,2022-06-21,"m-p",109.167742692804,91.6021505376344,1175.26667952811,17.1,68.7290455864394
"p","m",1,8,2,"7/13/2022",124,3.2,"2,712",2.18,2.34,"9,866",47.22,-27.51,"m-p",2022-07-13,1,1657716089,0,"20220713 08:41:29","8:41:29",10,"m",1657716084,0.002591821,2.591820876,9.87618065,411.9164286,262.9934626,26.31827995,41.22129797,0.118215388,2.391667584,0.115062561,0.072190366,238.0489377,30.96565653,30.21927143,4.314404563,49.81074518,2.132864409,4.28193636,2.181540154,-114.2993007,-16.97643107,-1.580681279,105.1925248,4,1,1,0,25318.76612,1499.993333,1264.494401,0.843000014,0.158699997,3,0.5,"0: Broadleaf",2,1657716084,411.9164286,418.4784286,21.3133,19.79234286,410.1984286,20.98197143,500.3258571,99.97198571,0.100007314,30.08760952,30.21927143,999.9,0,0,5010.77381,559.0142381,904.4149048,1499.993333,"0.900000095",0.099999924,30,30875.05238,1657716111,"8:41:51",1657716111,1657715840,2,-0.021,0.039,1.718,0.336,412,22,0.2,0.16,100,100,1.718,0.3315,1.758112573,0.000397065,-1.31e-06,5.62e-10,0.105130872,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,4.1,4.2,19,210.465,510.544,31.7592,29.5729,30.0003,29.3206,29.2438,17.9865,30.4184,96.823,31.657,420,19.7517,100.122,100.763,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-13 08:41:29,2022-07-13,"m-p","7/12/2022",0.155,22.596,2022-07-12,"m-p",145.78064516129,68.5962117188883,1439.75598688645,21.8,66.0438526094702
"p","m",2,1,1,"5/24/2022",50,3.15,"3,202",2.52,1.7,"9,583",50.34,-28.23,"m-p",2022-05-24,3,1653491605,362.5,"20220525 11:13:25","11:13:25",10,"m",1653491600,0.003767388,3.767388397,14.06426006,410.6448571,261.1925433,26.46794895,41.61270065,0.169586002,2.414550429,0.163235906,0.102573161,238.0488417,30.40240654,29.62071905,4.168509808,44.85701906,1.899783888,4.2351987,2.26872592,-166.1418283,35.90549958,3.298569203,111.1110822,0,0,1,0,25630.33949,1499.992381,1264.49357,0.842999995,0.158700034,3,0.5,"0: Broadleaf",2,1653491600,410.6448571,420.0026667,18.74755714,16.53162857,407.0728571,18.18187143,500.4799048,101.235,0.100009871,29.89654762,29.62071905,999.9,0,0,5006.637619,589.4302857,184.7698095,1499.992381,"0.899999476",0.1000005,24,30875.03333,1653491625,"11:13:44",1653491625,1653484020,16,-0.052,0.053,3.572,0.581,420,19,0.17,0.12,100,100,3.572,0.5646,3.644737775,0.000397065,-1.31e-06,5.62e-10,0.415873853,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,2.2,126.4,19,494.631,403.215,36.8789,25.5222,30.0017,25.687,25.6622,19.3902,40.345,98.1209,37.0166,420,16.4989,99.9278,100.249,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-25 11:13:25,2022-05-25,"m-p","5/24/2022",0.093,14.11,2022-05-24,"m-p",151.720430107527,65.9107016300496,2133.83558544731,25.2,84.6760152955283
